Rank,Title,Artists,Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,# of Artist,Artist (Ind.),# of Nationality,Nationality,Continent,Points (Total),Points (Ind for each Artist/Nat),id,Song URL
181,Ew,Joji,01/10/2020,0.48,0.373,-9297.0,0.028,0.804,0.067,0.038,Artist 1,Joji,Nationality 1,Jamaica,Anglo-America,20,20.0,3Nc86B5XmDlG1KuEeSLD8x,https://open.spotify.com/track/3Nc86B5XmDlG1KuEeSLD8x
199,my tears ricochet,Taylor Swift,25/08/2020,0.456,0.263,-10.63,0.033,0.806,0.0,0.111,Artist 1,Taylor Swift,Nationality 1,United States,Anglo-America,2,2.0,1MgV7FIyNxIG7WzMRJV5HC,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC
192,epiphany,Taylor Swift,07/08/2020,0.354,0.267,-13.69,0.028,0.731,0.0,0.113,Artist 1,Taylor Swift,Nationality 1,United States,Anglo-America,9,9.0,08fa9LFcFBTcilB3iq2e2A,https://open.spotify.com/track/08fa9LFcFBTcilB3iq2e2A
197,ocean eyes,Billie Eilish,03/08/2020,0.475,0.37,-7725.0,0.036,0.819,0.058,0.157,Artist 1,Billie Eilish,Nationality 1,United States,Anglo-America,4,4.0,2uIX8YMNjGMD7441kqyyNU,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
200,No Time To Die,Billie Eilish,13/05/2020,0.38,0.219,-13273.0,0.036,0.917,0.01,0.052,Artist 1,Billie Eilish,Nationality 1,United States,Anglo-America,1,1.0,73SpzrcaHk0RQPFP73vqVR,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
200,i love you,Billie Eilish,20/04/2020,0.421,0.131,-18435.0,0.038,0.952,0.005,0.12,Artist 1,Billie Eilish,Nationality 1,United States,Anglo-America,1,1.0,6CcJMwBtXByIz4zQLzFkKc,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
188,To Die For,Sam Smith,16/04/2020,0.483,0.361,-7889.0,0.074,0.832,0.0,0.307,Artist 1,Sam Smith,Nationality 1,United Kingdom,Europe,13,13.0,2ZTYlnhhV1UAReg7wIGolx,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
154,Dear April (Side A - Acoustic),Frank Ocean,04/04/2020,0.444,0.152,-12.87,0.047,0.953,0.0,0.227,Artist 1,Frank Ocean,Nationality 1,United States,Anglo-America,47,47.0,62ljuuXo0zrcrtJnnOhfxT,https://open.spotify.com/track/62ljuuXo0zrcrtJnnOhfxT
69,Cayendo (Side A - Acoustic),Frank Ocean,03/04/2020,0.35,0.12,-11104.0,0.039,0.982,0.0,0.121,Artist 1,Frank Ocean,Nationality 1,United States,Anglo-America,132,132.0,72794Eag03xdy7TO0KNuid,https://open.spotify.com/track/72794Eag03xdy7TO0KNuid
125,0.00,Childish Gambino,22/03/2020,0.174,0.047,-18458.0,0.05,0.672,0.196,0.034,Artist 1,Childish Gambino,Nationality 1,United States,Anglo-America,76,76.0,4Ksj9mKfsYC5b8v8Ey3c8I,https://open.spotify.com/track/4Ksj9mKfsYC5b8v8Ey3c8I
152,At Least For Now,Justin Bieber,15/02/2020,0.375,0.304,-9897.0,0.033,0.683,0.0,0.295,Artist 1,Justin Bieber,Nationality 1,Canada,Anglo-America,49,49.0,6VLkgf5YmLixsabdqiCVGU,https://open.spotify.com/track/6VLkgf5YmLixsabdqiCVGU
171,JACKBOYS,JACKBOYS,29/12/2019,0.413,0.13,-25166.0,0.034,0.9,0.82,0.068,Artist 1,JACKBOYS,Nationality 1,United States,Anglo-America,30,30.0,62zKJrpbLxz6InR3tGyr7o,https://open.spotify.com/track/62zKJrpbLxz6InR3tGyr7o
180,Oh Holy Night,Nina Nesbitt,25/12/2019,0.324,0.197,-10191.0,0.034,0.801,0.0,0.338,Artist 1,Nina Nesbitt,Nationality 1,United Kingdom,Europe,21,21.0,2HD7DoEe9FdtvGdAdQIv5W,https://open.spotify.com/track/2HD7DoEe9FdtvGdAdQIv5W
122,Jesus Is Lord,Kanye West,30/10/2019,0.243,0.26,-5876.0,0.031,0.828,0.0,0.327,Artist 1,Kanye West,Nationality 1,United States,Anglo-America,79,79.0,7sBgFMWqDWQgrsNSpIBoe8,https://open.spotify.com/track/7sBgFMWqDWQgrsNSpIBoe8
167,Norman fucking Rockwell,Lana Del Rey,06/09/2019,0.215,0.203,-12.65,0.035,0.968,0.059,0.143,Artist 1,Lana Del Rey,Nationality 1,United States,Anglo-America,34,34.0,3RIgHHpnFKj5Rni1shokDj,https://open.spotify.com/track/3RIgHHpnFKj5Rni1shokDj
194,Cinmon Girl,Lana Del Rey,05/09/2019,0.294,0.337,-10614.0,0.036,0.814,0.414,0.135,Artist 1,Lana Del Rey,Nationality 1,United States,Anglo-America,7,7.0,2mdEsXPu8ZmkHRRtAdC09e,https://open.spotify.com/track/2mdEsXPu8ZmkHRRtAdC09e
174,Love song,Lana Del Rey,03/09/2019,0.384,0.07,-16512.0,0.037,0.966,0.0,0.288,Artist 1,Lana Del Rey,Nationality 1,United States,Anglo-America,27,27.0,5tyMJlMqaggzvuX7TtlrTe,https://open.spotify.com/track/5tyMJlMqaggzvuX7TtlrTe
178,Venice Bitch,Lana Del Rey,03/09/2019,0.368,0.286,-13031.0,0.029,0.913,0.177,0.312,Artist 1,Lana Del Rey,Nationality 1,United States,Anglo-America,23,23.0,3hwQhakFwm9soLEBnSDH17,https://open.spotify.com/track/3hwQhakFwm9soLEBnSDH17
180,The greatest,Lana Del Rey,01/09/2019,0.443,0.226,-12507.0,0.036,0.939,0.02,0.196,Artist 1,Lana Del Rey,Nationality 1,United States,Anglo-America,21,21.0,6ERZ30cRjVWGtVLhczX9aL,https://open.spotify.com/track/6ERZ30cRjVWGtVLhczX9aL
182,Happiness is a butterfly,Lana Del Rey,30/08/2019,0.467,0.119,-10.99,0.04,0.969,0.0,0.156,Artist 1,Lana Del Rey,Nationality 1,United States,Anglo-America,19,19.0,3lG6OtGDsYAOALxEmubQQm,https://open.spotify.com/track/3lG6OtGDsYAOALxEmubQQm
152,Litanie contre la Peur,TOOL,30/08/2019,0.073,0.014,-22812.0,0.047,0.979,0.956,0.037,Artist 1,TOOL,Nationality 1,United States,Anglo-America,49,49.0,4qE9yOgBNsARadpZTAb6RH,https://open.spotify.com/track/4qE9yOgBNsARadpZTAb6RH
119,Can You Feel the Love Tonight,"Beyoncé, Childish Gambino, Billy Eichner, Seth Rogen",12/07/2019,0.337,0.331,-10.16,0.039,0.657,0.0,0.35,Artist 1,Beyoncé,Nationality 1,United States,Anglo-America,82,20.0,1zSKtBze2IReYU44W0lDzd,https://open.spotify.com/track/1zSKtBze2IReYU44W0lDzd
160,Falling Like The Stars,James Arthur,13/06/2019,0.296,0.351,-9538.0,0.035,0.823,0.0,0.19,Artist 1,James Arthur,Nationality 1,United Kingdom,Europe,41,41.0,15xWRPHQMeqgdkGzInx3PY,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY
152,Alunissons,Nekfeu,07/06/2019,0.378,0.323,-11555.0,0.041,0.819,0.0,0.273,Artist 1,Nekfeu,Nationality 1,France,Europe,49,49.0,48MQ3gJuiksM6zyLPRTFKj,https://open.spotify.com/track/48MQ3gJuiksM6zyLPRTFKj
192,DIAMANT,Rammstein,17/05/2019,0.347,0.272,-11841.0,0.038,0.813,0.0,0.122,Artist 1,Rammstein,Nationality 1,Germany,Europe,9,9.0,1UZs9dauJnxrqYxMIzxnwC,https://open.spotify.com/track/1UZs9dauJnxrqYxMIzxnwC
195,listen before i go,Billie Eilish,16/05/2019,0.319,0.056,-23023.0,0.045,0.935,0.004,0.082,Artist 1,Billie Eilish,Nationality 1,United States,Anglo-America,6,6.0,0tMSssfxAL2oV8Vri0mFHE,https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE
170,Out Of Love,Alessia Cara,16/05/2019,0.481,0.267,-9249.0,0.034,0.8,0.0,0.137,Artist 1,Alessia Cara,Nationality 1,Canada,Anglo-America,31,31.0,4WzhjxvLP95y7AMDy0Atwb,https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb
47,lovely,"Billie Eilish, Khalid",15/05/2019,0.351,0.296,-10109.0,0.033,0.934,0.0,0.12,Artist 1,Billie Eilish,Nationality 1,United States,Anglo-America,154,77.0,1NJcg626wLln4pGHpiV7mf,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
169,Jenny of Oldstones (Game of Thrones),Florence + The Machine,26/04/2019,0.27,0.195,-10653.0,0.08,0.931,0.0,0.171,Artist 1,Florence + The Machine,Nationality 1,United Kingdom,Europe,32,32.0,1u0THw5xaGd7sYzJEh48Lt,https://open.spotify.com/track/1u0THw5xaGd7sYzJEh48Lt
125,Pray You Catch Me,Beyoncé,24/04/2019,0.25,0.215,-13676.0,0.037,0.632,0.072,0.075,Artist 1,Beyoncé,Nationality 1,United States,Anglo-America,76,76.0,7rLDARtJALM7QdiJDMXW7m,https://open.spotify.com/track/7rLDARtJALM7QdiJDMXW7m
168,Sandcastles,Beyoncé,24/04/2019,0.33,0.357,-10171.0,0.035,0.866,0.0,0.101,Artist 1,Beyoncé,Nationality 1,United States,Anglo-America,33,33.0,2FNPJWVdGxYhWaotd6rULS,https://open.spotify.com/track/2FNPJWVdGxYhWaotd6rULS
169,Forward (feat. James Blake),Beyoncé,23/04/2019,0.387,0.133,-15633.0,0.047,0.947,0.059,0.05,Artist 1,Beyoncé,Nationality 1,United States,Anglo-America,32,32.0,2bOWJIYSbhwg2NMQq1QMYH,https://open.spotify.com/track/2bOWJIYSbhwg2NMQq1QMYH
189,goodbye,Billie Eilish,15/04/2019,0.153,0.138,-21877.0,0.05,0.837,0.55,0.05,Artist 1,Billie Eilish,Nationality 1,United States,Anglo-America,12,12.0,3LgWsmilsrWXiPYQFRD0T7,https://open.spotify.com/track/3LgWsmilsrWXiPYQFRD0T7
167,I'll Never Love Again - Film Version - Radio Edit,"Lady Gaga, Bradley Cooper",28/02/2019,0.45,0.335,-7464.0,0.03,0.785,0.0,0.25,Artist 1,Lady Gaga,Nationality 1,United States,Anglo-America,34,17.0,3DKpA54hrFIdPN6AtL9HXa,https://open.spotify.com/track/3DKpA54hrFIdPN6AtL9HXa
196,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,12/01/2019,0.492,0.144,-10125.0,0.071,0.965,0.0,0.274,Artist 1,Lana Del Rey,Nationality 1,United States,Anglo-America,5,5.0,1PfUKiMDKIlPEF9FfdJawc,https://open.spotify.com/track/1PfUKiMDKIlPEF9FfdJawc
121,I Found You / Nilda's Story (with Calvin Harris & Miguel),benny blanco,04/01/2019,0.337,0.241,-9849.0,0.053,0.94,0.011,0.181,Artist 1,benny blanco,Nationality 1,United States,Anglo-America,80,80.0,3eVuglKxN2sjoIGHAsFAge,https://open.spotify.com/track/3eVuglKxN2sjoIGHAsFAge
121,Christmas Time Is Here - Recorded at Sound Emporium shville,Devin Dawson,25/12/2018,0.431,0.195,-13207.0,0.052,0.802,0.0,0.157,Artist 1,Devin Dawson,Nationality 1,United States,Anglo-America,80,80.0,1dinW5tLGDdPhxtW8vMkUn,https://open.spotify.com/track/1dinW5tLGDdPhxtW8vMkUn
82,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Origil Cast Recording",Judy Garland,25/12/2018,0.273,0.161,-16091.0,0.036,0.961,0.001,0.111,Artist 1,Judy Garland,Nationality 1,United States,Anglo-America,119,119.0,4eqne0oIdt9GW2ubiliny0,https://open.spotify.com/track/4eqne0oIdt9GW2ubiliny0
139,Merry Christmas Darling - Album Version/Remix,Carpenters,25/12/2018,0.327,0.24,-15181.0,0.033,0.851,0.0,0.193,Artist 1,Carpenters,Nationality 1,United States,Anglo-America,62,62.0,1QXg7pVx5hpAZWw8KIAcGw,https://open.spotify.com/track/1QXg7pVx5hpAZWw8KIAcGw
198,What Child Is This?/The Holly And The Ivy,Bing Crosby,25/12/2018,0.34,0.181,-15232.0,0.036,0.982,0.002,0.178,Artist 1,Bing Crosby,Nationality 1,United States,Anglo-America,3,3.0,4DywxkC9fZ59pBIOS8UFuX,https://open.spotify.com/track/4DywxkC9fZ59pBIOS8UFuX
194,Love Of My Life - Remastered 2011,Queen,27/11/2018,0.329,0.179,-11589.0,0.03,0.933,0.0,0.255,Artist 1,Queen,Nationality 1,United Kingdom,Europe,7,7.0,4YJUTdZ0Pgl0ZeNyHYXeLd,https://open.spotify.com/track/4YJUTdZ0Pgl0ZeNyHYXeLd
125,Only 1 (Interlude) (with Travis Scott),Metro Boomin,02/11/2018,0.317,0.239,-12036.0,0.033,0.744,0.0,0.391,Artist 1,Metro Boomin,Nationality 1,United States,Anglo-America,76,76.0,2kJAhu7mesSEkML8zviSNX,https://open.spotify.com/track/2kJAhu7mesSEkML8zviSNX
173,Unfair,6LACK,14/09/2018,0.397,0.257,-11134.0,0.05,0.79,0.002,0.038,Artist 1,6LACK,Nationality 1,United States,Anglo-America,28,28.0,3Q33RhbyoFul9LdKKjticI,https://open.spotify.com/track/3Q33RhbyoFul9LdKKjticI
163,Come Back to Earth,Mac Miller,12/09/2018,0.272,0.238,-12148.0,0.035,0.89,0.009,0.119,Artist 1,Mac Miller,Nationality 1,United States,Anglo-America,38,38.0,01z2fBGB8Hl3Jd3zXe4IXR,https://open.spotify.com/track/01z2fBGB8Hl3Jd3zXe4IXR
192,before I close my eyes,XXXTENTACION,22/06/2018,0.356,0.143,-15148.0,0.039,0.976,0.0,0.334,Artist 1,XXXTENTACION,Nationality 1,United States,Anglo-America,9,9.0,16x9bQHw8TBNaGDyULvwad,https://open.spotify.com/track/16x9bQHw8TBNaGDyULvwad
155,Dying in LA,Panic! At The Disco,22/06/2018,0.346,0.35,-4988.0,0.033,0.876,0.0,0.315,Artist 1,Panic! At The Disco,Nationality 1,United States,Anglo-America,46,46.0,18xmRkPWE0sGUzFyNNAAhN,https://open.spotify.com/track/18xmRkPWE0sGUzFyNNAAhN
190,Dead Inside (Interlude),XXXTENTACION,20/06/2018,0.461,0.028,-21992.0,0.041,0.973,0.002,0.354,Artist 1,XXXTENTACION,Nationality 1,United States,Anglo-America,11,11.0,2vQwlW8H1jFveGNXwZfJCV,https://open.spotify.com/track/2vQwlW8H1jFveGNXwZfJCV
187,Perfectly Wrong,Shawn Mendes,29/05/2018,0.465,0.311,-11748.0,0.035,0.875,0.0,0.311,Artist 1,Shawn Mendes,Nationality 1,Canada,Anglo-America,14,14.0,0UTHr20nqVFMoji8xYE9yl,https://open.spotify.com/track/0UTHr20nqVFMoji8xYE9yl
155,You Are The Reason,Calum Scott,26/04/2018,0.329,0.234,-7725.0,0.03,0.913,0.0,0.199,Artist 1,Calum Scott,Nationality 1,United Kingdom,Europe,46,46.0,2VgJDTfkuwlm7WIHnvtRCQ,https://open.spotify.com/track/2VgJDTfkuwlm7WIHnvtRCQ
131,Moon River,Frank Ocean,16/02/2018,0.24,0.116,-13216.0,0.033,0.877,0.001,0.094,Artist 1,Frank Ocean,Nationality 1,United States,Anglo-America,70,70.0,41cpvQ2GyGb2BRdIRSsTqK,https://open.spotify.com/track/41cpvQ2GyGb2BRdIRSsTqK
191,A Million Dreams (Reprise),"Austyn Johnson, Cameron Seely, Hugh Jackman",08/01/2018,0.253,0.139,-17067.0,0.041,0.726,0.0,0.102,Artist 1,Austyn Johnson,Nationality 1,United States,Anglo-America,10,3.0,66y7x28jXOPrcmu3D5Zjh6,https://open.spotify.com/track/66y7x28jXOPrcmu3D5Zjh6
179,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Remastered,Bing Crosby,25/12/2017,0.288,0.324,-10918.0,0.033,0.947,0.001,0.264,Artist 1,Bing Crosby,Nationality 1,United States,Anglo-America,22,22.0,59g1IKRYrCBsYLdd0WhKus,https://open.spotify.com/track/59g1IKRYrCBsYLdd0WhKus
171,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",Perry Como,25/12/2017,0.143,0.134,-17292.0,0.032,0.952,0.001,0.107,Artist 1,Perry Como,Nationality 1,United States,Anglo-America,30,30.0,5D30yNI3b0HAuaBWAGOImI,https://open.spotify.com/track/5D30yNI3b0HAuaBWAGOImI
187,O Little Town of Bethlehem,Elvis Presley,25/12/2017,0.325,0.041,-19102.0,0.036,0.984,0.001,0.212,Artist 1,Elvis Presley,Nationality 1,United States,Anglo-America,14,14.0,6Ai7PiAjnb4eIiC05By0i4,https://open.spotify.com/track/6Ai7PiAjnb4eIiC05By0i4
158,"River - Recorded At RAK Studios, London",Sam Smith,25/12/2017,0.347,0.187,-11369.0,0.051,0.889,0.0,0.203,Artist 1,Sam Smith,Nationality 1,United Kingdom,Europe,43,43.0,29UQV9kjexf0TJAR0UElID,https://open.spotify.com/track/29UQV9kjexf0TJAR0UElID
190,The Christmas Waltz,Peggy Lee,25/12/2017,0.253,0.166,-16882.0,0.031,0.829,0.0,0.18,Artist 1,Peggy Lee,Nationality 1,United States,Anglo-America,11,11.0,4DV9KToOaC0khx2MqOZstE,https://open.spotify.com/track/4DV9KToOaC0khx2MqOZstE
151,Nothing Left For You,Sam Smith,09/11/2017,0.499,0.3,-8631.0,0.043,0.616,0.0,0.212,Artist 1,Sam Smith,Nationality 1,United Kingdom,Europe,50,50.0,4S2WtfT03YDIlXEwSX4Tjd,https://open.spotify.com/track/4S2WtfT03YDIlXEwSX4Tjd
185,Palace,Sam Smith,08/11/2017,0.345,0.193,-10236.0,0.033,0.74,0.0,0.268,Artist 1,Sam Smith,Nationality 1,United Kingdom,Europe,16,16.0,3zesxb7sOGbeSwUrzLUP0f,https://open.spotify.com/track/3zesxb7sOGbeSwUrzLUP0f
187,Writer In The Dark,Lorde,20/06/2017,0.325,0.271,-8069.0,0.042,0.73,0.0,0.279,Artist 1,Lorde,Nationality 1,New Zealand,Oceania,14,14.0,193Dm5SqYy3hTSbuzxbwKc,https://open.spotify.com/track/193Dm5SqYy3hTSbuzxbwKc
190,Sweet Creature,Harry Styles,15/06/2017,0.427,0.262,-8541.0,0.028,0.746,0.0,0.228,Artist 1,Harry Styles,Nationality 1,United Kingdom,Europe,11,11.0,5kRPPEWFJIMox5qIkQkiz5,https://open.spotify.com/track/5kRPPEWFJIMox5qIkQkiz5
142,Amar Pelos Dois,Salvador Sobral,15/05/2017,0.215,0.095,-17769.0,0.036,0.853,0.004,0.16,Artist 1,Salvador Sobral,Nationality 1,Portugal,Europe,59,59.0,3UjSOJ00E1eLMcayBm827Q,https://open.spotify.com/track/3UjSOJ00E1eLMcayBm827Q
194,"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack",Emma Stone,27/02/2017,0.396,0.153,-11598.0,0.048,0.791,0.0,0.308,Artist 1,Emma Stone,Nationality 1,United States,Anglo-America,7,7.0,2lDWYLNnfYyXngjz4plpy2,https://open.spotify.com/track/2lDWYLNnfYyXngjz4plpy2
195,"Mia & Sebastian's Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,27/02/2017,0.429,0.188,-16252.0,0.057,0.977,0.903,0.184,Artist 1,Justin Hurwitz,Nationality 1,United States,Anglo-America,6,6.0,1R17cgUv6HeQFa78dzqb7s,https://open.spotify.com/track/1R17cgUv6HeQFa78dzqb7s
194,Test Me,The xx,13/01/2017,0.253,0.177,-17696.0,0.042,0.904,0.062,0.04,Artist 1,The xx,Nationality 1,United Kingdom,Europe,7,7.0,3qLwtC9jEWugjkzyZlYgeg,https://open.spotify.com/track/3qLwtC9jEWugjkzyZlYgeg
