Rank,Title,Artists,Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,# of Artist,Artist (Ind.),# of Nationality,Nationality,Continent,Points (Total),Points (Ind for each Artist/Nat),id,Song URL
190,Fuleragem,MC WM,28/04/2018,0.808,0.836,-2.3,0.051,0.009,0.0,0.755,Artist 1,MC WM,Nationality 1,Brazil,Latin-America,11,11.0,6tuzPD1zPPvwMbGiD0TBay,https://open.spotify.com/track/6tuzPD1zPPvwMbGiD0TBay
198,Friends (with BloodPop®),Justin Bieber,24/03/2018,0.744,0.739,-5.35,0.039,0.005,0.0,0.649,Artist 1,Justin Bieber,Nationality 1,Canada,Anglo-America,3,3.0,7nZmah2llfvLDiUjm0kiyz,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
197,Overnight,Logic,20/03/2018,0.861,0.745,-6.77,0.061,0.001,0.0,0.889,Artist 1,Logic,Nationality 1,United States,Anglo-America,4,4.0,3s3VVLE1kB7Xk2AoJKlGmr,https://open.spotify.com/track/3s3VVLE1kB7Xk2AoJKlGmr
197,Agora Vai Sentar,MC's Jhowzinho & Kadinho,11/02/2018,0.814,0.653,-0.02,0.036,0.189,0.0,0.706,Artist 1,MC's Jhowzinho & Kadinho,Nationality 1,Brazil,Latin-America,4,4.0,0pDaqgIForVNO4jrtTxcWT,https://open.spotify.com/track/0pDaqgIForVNO4jrtTxcWT
167,Por Favor,"Pitbull, Fifth Harmony",27/10/2017,0.752,0.761,-4.63,0.093,0.209,0.0,0.697,Artist 1,Pitbull,Nationality 1,United States,Anglo-America,34,17.0,0Pki3Th0SL5rJ5e6ShUbJJ,https://open.spotify.com/track/0Pki3Th0SL5rJ5e6ShUbJJ
150,Thinkin',Miley Cyrus,29/09/2017,0.846,0.706,-3.48,0.031,0.005,0.0,0.873,Artist 1,Miley Cyrus,Nationality 1,United States,Anglo-America,51,51.0,742YV8T9ZyczCNdrTIAhaw,https://open.spotify.com/track/742YV8T9ZyczCNdrTIAhaw
79,Tu Foto,Ozuna,24/08/2017,0.735,0.482,-9.21,0.051,0.205,0.0,0.795,Artist 1,Ozuna,Nationality 1,Spain,Europe,122,122.0,0Szp49tpFasIjX04Mcsydp,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp
137,Don't Quit (feat. Travis Scott & Jeremih),"DJ Khaled, Calvin Harris",06/07/2017,0.652,0.827,-3.98,0.045,0.015,0.0,0.659,Artist 1,DJ Khaled,Nationality 1,United States,Anglo-America,64,32.0,4vv1KjUzPwrtDbozizSfQc,https://open.spotify.com/track/4vv1KjUzPwrtDbozizSfQc
183,Skrt On Me (feat. Nicki Minaj),Calvin Harris ,03/07/2017,0.713,0.889,-3.87,0.038,0.169,0.0,0.96,Artist 1,Calvin Harris,Nationality 1,United Kingdom,Europe,18,18.0,7iDxZ5Cd0Yg08d4fI5WVtG,https://open.spotify.com/track/7iDxZ5Cd0Yg08d4fI5WVtG
194,What Do I Know?,Ed Sheeran,18/06/2017,0.838,0.492,-5.69,0.038,0.251,0.0,0.895,Artist 1,Ed Sheeran,Nationality 1,United Kingdom,Europe,7,7.0,2pJZ1v8HezrAoZ0Fhzby92,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92
185,Call Me,"NEIKED, MIMI",26/05/2017,0.671,0.5,-7.46,0.083,0.073,0.0,0.681,Artist 1,NEIKED,Nationality 1,Sweden,Europe,16,8.0,458ESscRcqCVX1xbllEmPn,https://open.spotify.com/track/458ESscRcqCVX1xbllEmPn
75,Chantaje,"Shakira, Maluma",25/05/2017,0.859,0.756,-3.36,0.064,0.168,0.0,0.91,Artist 1,Shakira,Nationality 1,Colombia,Latin-America,126,63.0,1WniHvhq9zTkny0WvGXX8o,https://open.spotify.com/track/1WniHvhq9zTkny0WvGXX8o
185,Submission (feat. Danny Brown & Kelela),Gorillaz,29/04/2017,0.677,0.83,-3.96,0.049,0.007,0.0,0.612,Artist 1,Gorillaz,Nationality 1,United Kingdom,Europe,16,16.0,2W4yTO3qHdqyvbz2UxfIPh,https://open.spotify.com/track/2W4yTO3qHdqyvbz2UxfIPh
194,ncy Mulligan,Ed Sheeran,23/04/2017,0.68,0.852,-4.35,0.035,0.117,0.0,0.858,Artist 1,Ed Sheeran,Nationality 1,United Kingdom,Europe,7,7.0,35QZaWQRkmnAVqBF1TLCxQ,https://open.spotify.com/track/35QZaWQRkmnAVqBF1TLCxQ
197,Traicionera - Remix,"Sebastian Yatra, Cosculluela, Cali Y El Dandee",11/02/2017,0.766,0.747,-3.95,0.062,0.029,0.0,0.856,Artist 1,Sebastian Yatra,Nationality 1,Colombia,Latin-America,4,1.0,2webQDZmtGioeu3zUUi9We,https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We
159,Bad Romance,Lady Gaga,06/02/2017,0.697,0.921,-3.75,0.039,0.003,0.0,0.721,Artist 1,Lady Gaga,Nationality 1,United States,Anglo-America,42,42.0,5P5cGNzqh6A353N3ShDK6Y,https://open.spotify.com/track/5P5cGNzqh6A353N3ShDK6Y
161,Poker Face,Lady Gaga,06/02/2017,0.851,0.806,-4.62,0.079,0.118,0.0,0.787,Artist 1,Lady Gaga,Nationality 1,United States,Anglo-America,40,40.0,1QV6tiMFM6fSOKOGLMHYYg,https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg
179,Dynamite (feat. Pretty Sister),Nause,14/01/2017,0.811,0.801,-6.0,0.08,0.055,0.0,0.693,Artist 1,Nause,Nationality 1,Sweden,Europe,22,22.0,2Ae5awwKvQpTBKQHr1TYCg,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg
158,Desde Esa Noche (feat. Maluma),Thalia,01/01/2017,0.78,0.929,-0.739,0.053,0.171,0.0,0.837,Artist 1,Thalia,Nationality 1,Mexico,Latin-America,43,43.0,1pWYnQIlqxTh5bxuPmTG4E,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E
