artist,song,text,polarity,mood
Fatboy Slim,Everybody Needs A 303,check thi out thi out thi out thi out thi out thi out thi out thi out thi out thi out check thi out thi out thi out thi out thi out thi out thi out thi out thi out thi out everybodi need love everybodi need love check thi out thi out thi out thi out thi out thi out thi out thi out thi out thi out everybodi need love everybodi need love check thi out thi out thi out thi out thi out thi out thi out thi out thi out thi out everybodi need love everybodi need love everybodi need love everybodi need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love ( stutter effect ) need love everybodi need love everybodi need love everybodi need love everybodi need love love ( repeat fade out ),0.5,happy
Perry Como,A Garden In The Rain,"'t wa just a garden in the rain , close to a littl leafi lane a touch of colour 'neath sky of gray ! the raindrop kiss the flower bed the blossom rais their thirsti head a perfum thank you they seem to say ! sure here wa charm beyond compar to view mayb it wa just that i wa there with you ! 't wa just a garden in the rain , but then the sun came out again and sent us happili on our way ! sure here wa charm beyond compar to view but , mayb it wa just that you were there dear , you were so love ! 't wa just a garden in the rain , but then the sun came out again and sent us happili on our way ! just a garden in the rain ! music by carrol gibbon and lyric by jame dyrenforth , 1929",0.626953125,happy
X-Ray Spex,Good Time Girl,i do n't want to be ? i do n't want to be a good time girl a good time girl string you along like i string my pearl a typic good time girl a good time girl a good time girl a typic good time girl i do n't need no diamond now they 'd seem like broken glass i 'd never wear a fur would seem like step into anoth skin a typic good time girl like me a good time girl a good time girl a typic good time girl ( repeat ) a typic good time girl ( repeat ),0.6083333333333334,happy
Kinks,A Well Respected Man,"'caus he get up in the morn , and he goe to work at nine , and he come back home at five-thirti , get the same train everi time . 'caus hi world is built 'round punctual , it never fail . and he 's oh , so good , and he 's oh , so fine , and he 's oh , so healthi , in hi bodi and hi mind . he 's a well respect man about town , do the best thing so conserv . and hi mother goe to meet , while hi father pull the maid , and she serv the tea with councilor , while discuss foreign trade , and she pass look , as well as bill , at everi suav young man . 'caus he 's oh , so good , and he 's oh , so fine , and he 's oh , so healthi , in hi bodi and hi mind . he 's a well respect man about town , do the best thing so conserv . and he like hi own backyard , and he like hi fag the best , 'caus he 's better than the rest , and hi own sweat smell the best , and he hope to grab hi father 's loot , when pater pass on . 'caus he 's oh , so good , and he 's oh , so fine , and he 's oh , so healthi , in hi bodi and hi mind . he 's a well respect man about town , do the best thing so conserv . and he play at stock and share , and he goe to the regatta , and he ador the girl next door , 'caus he 's die to get at her , but hi mother know the best about the matrimoni stake . 'caus he 's oh , so good , and he 's oh , so fine , and he 's oh , so healthi , in hi bodi and hi mind . he 's a well respect man about town , do the best thing so conserv .",0.5276666666666665,happy
'n Sync,Best Of My Life,"girl do n't say that it 's over 'caus you are a part of me , yeah girl just hold on , pleas tell me what is wrong with us could it be that you 're lone could it be that i did n't care tell me pleas girl , that you are still feel for me , oh girl where is the love that we use to know , our love all these beauti day that we use to share lord tell me pleas what can i do ( i will give you the best of my life ) ( ye i 'll give you all that you need ) ( anyth that you want i will give it to you ) ( i will give you the best of my life ) ( ye i 'll give you all that you need ) ( anyth that you want i will give it to you ) i will give it to you and you know that i miss you and you know i ca n't live without you i 'm pray each day that your love will come back my way , oh yeah in my dream i still hold you in my dream are you still with me , yeah pleas do n't hesit , 'caus girl i ca n't wait for our love girl where is the love ( where is the love ) that we use to know ( we use to know ) our love oh , all these beauti day ( beauti day ) that we use to share ( we use to share ) lord tell me pleas what can i do , yeah ( i will give you the best of my life ) ( ye i 'll give you all that you need ) ( anyth that you want i will give it to you ) ( i will give you the best of my life ) ( ye i 'll give you all that you need ) ( anyth that you want i will give it to you ) where is the love that we use to know beauti day we use to share ( best of my life ) ( ye i 'll give you all that you need ) ( anyth that you want i will give it to you ) ( i will give you the best of my life ) ( ye i 'll give you all that you need ) ( anyth that you want i will give it to you ) bring it on now ( i will give you the best of my life ) ( ye i 'll give you all that you need ) ( anyth that you want i will give it to you ) ( i will give you the best of my life ) ( ye i 'll give you all that you need ) ( anyth that you want i will give it to you )",0.6124401913875598,happy
Kiss,Let Me Know,"ah let me , let me let me be your sunday driver let me be your monday man i 'll take you anywher you want just as fast as i can it doe n't matter what you want to do it doe n't matter where you want to go just got ta decid girl and then you let me know oh , did you ever want lovin ' , so you 're callin ' up your babi and she 's stallin ' with the neighbor and the night keep gettin ' longer and the urg keep get stronger so you tri him and your dyin ' and you 're wonderin ' doe she love you a knock come at your door let me in honey let me let me be your tuesday taxi let me be your wednesday boy i 'll be your lovin ' man you 'll be my bundl of joy and oh it doe n't matter what you want to do it doe n't matter where you want to go you just got ta decid girl and then you let me know",0.5,happy
"Harry Connick, Jr.",Sleigh Ride,"just hear those sleigh bell jingle- ring ting tingle- too come on , it 's love weather for a sleigh ride togeth with you outsid the snow is fall and friend are call `` you hoo '' come on , it 's love weather for a sleigh ride togeth with you giddy-yap giddy-yap giddy-yap let 's go let 's look at the snow we 're ride in a wonderland of snow giddy-yap giddy-yap giddy-yap it 's grand just hold your hand we 're glide along with the song of a wintri fairi land our cheek are nice and rosi and comfi cozi are we we 're snuggl up togeth like two bird of a feather would be let 's take the road befor us and sing a choru or two come on , it 's love weather for a sleigh ride togeth with you there 's a birthday parti at the home of farmer gray it 'll be the perfect end of a perfect day we 'll be sing the song we love to sing without a singl stop at the fireplac while we watch the chestnut pop pop ! pop ! pop ! there 's a happi feel noth in the world can buy when they pass around the coffe and the pumpkin pie it 'll nearli be like a pictur print by currier and ive these wonder thing are the thing we rememb all through our live",0.6347695707070707,happy
Beach Boys,Come Go With Me,dom dom dom dom dom dom be doobi dom dom dom dom dom dom be doobi dom dom dom dom dom dom be doobi dom whoa whoa whoa whoa i love love you darl come and go with me come home with me babi i 'm to see i need you darl come and go with me whoa whoa whoa whoa come come come come come into my heart tell me darl we will never part i need you darl come and go with me whoa whoa whoa whoa ye i need you ye i realli need you pleas say you 'll never leav me when you say you never guess you realli never you never give me a chanc come come come come come into my heart tell me darl we will never part i need you darl come and go with me whoa whoa whoa whoa you never give me a chanc i love love you darl come and go with me come home with me babi i 'm to see i need you darl come and go with me come on go with me dom dom dom dom dom dom be doobi come on go with me dom dom dom dom dom dom be doobi come on go with me dom dom dom dom dom dom be doobi come on go with me,0.5,happy
Indiana Bible College,Jesus Is Worthy Of All Praise,"choru with my hand i 'm gon na prais you with my mouth make a joy nois lift my voic o exalt your name worthi , oh , worthi jesu is worthi of all prais vers oh , give thank unto the lord let the redeem of god say so do n't let no rock take your place jesu is worthi of your prais jesu is worthi of your prais bridg prais him , he 's worthi of the prais oh , prais him , he alon is worthi of the prais vamp ( alto ) he is worthi of the glori he is worthi of the honor he is worthi of the prais ( soprano ) he 's worthi , so worthi he 's worthi of the prais ( tenor ) glori , honor he 's worthi of the prais end prais him he 's worthi of the prais",0.8,happy
Whitney Houston,You Give Good Love,"i found out what i 've been miss alway on the run i 've been look for someon now you 're here like you 've been befor and you know just what i need it took some time for me to see that you give good love to me , babi so good , take thi heart of mine into your hand you give good love to me , never too much babi , you give good love never stop i wa alway search for that perfect love the kind that girl like me dream of now you 're here like you 've been befor and you know just what i need it took some time for me to see that you give good love to me , babi so good , take thi heart of mine into your hand you give good love to me , never too much babi , you give good love now i 've stop look around each night , what thi life 's all about our love is here to stay , to stay babi , you give good love so good take thi heart of mine into your hand you give good love to me never too much no , no , no , no , no you give good love to me so good , so good you give me good love good love , good love yeah you do you know what i need",0.5861111111111108,happy
Ne-Yo,All I Can Be Is Me,"the car that i drive , may not impress but i get where i need to go you may disagre , with the way that i dress ( oooh ) but i 'm alway comfort my fortun and fame , ai n't no display , nobodi ha stick to myself and to be perfectli honest , i like it that way so it doe n't matter what you say i may not be who you want me to be all i can be is me i wo n't pretend , so babi take it or leav 'caus all i can be is me ( all i can be , all i can be ) all i can be is me ( all i can be , all i can be ) all i can be is me what you get is what you see 'caus all i can be is me ( ohhh , yeah , yeah ) sometim i prefer to just stay at home do n't need that fanci restaur sometim i would rather turn the tv on , simpl is all i want whi put on a mask ? whi be all a vision ? there 's never a reason i 'm happi with me , my life 's not in mission i 'm ok with who i 'm bein ' though i may not be who you want me to be but all i can be is me i wo n't pretend , so babi take it or leav 'caus all i can be is me ( all i can be , all i can be ) all i can be is me ( all i can be , all i can be ) said all i can be is me what you get is what you see 'caus all i can be is me ( ooohh ) money , car , and diamond ring all those expens thing babi i just do n't give a damn but if you realli love me , like you say you 'd love me then babi take me as i am ( heeeey ) though i may not be who you want me to be . but all i can be is me . i wo n't pretend , so babi take it or leav . ( hey ) 'caus all i can be is me ( all i can be , all i can be ) all i can be is me . ( all i can be , all i can be ) said all i can be is me . what you get is what you see 'caus all i can be is me",0.525,happy
David Bowie,Everything's Alright,"oh , littl babi you know i 've been away oh , littl babi you know i 'll come today do n't you know that everyth 's alright ( everyth 's alright ) everyth 's alright everyth 's alright ( everyth 's alright , babe ) let me hold your hand and be your love man ( all night ) let me hold your hand and be your love man ( all night ) let me hold your hand and be your love man ( all night , alright ! ) oh , littl babi you know i feel so good oh , littl babi i never knew i could and do n't you know that everyth 's alright ( everyth 's alright , babe ) everyth 's alright everyth 's alright ( everyth 's alright , babe ) let me give you love like nobodi can ( all night ) let me give you love like nobodi can ( all night ) let me give you love like nobodi can ( all night , alright ! ) let me hold your hand and be your love man let me hold your hand and be your love man let me hold your hand and be your love man no , no , no , no , no , that 's a-lov you ( must have been you , i 'm gon na all night love you ) no , no , no , no , no , i 'll be good for you everyth 's alright ( everyth 's alright , babe ) everyth 's alright everyth 's alright ( everyth 's alright , babe ) let me give you love like nobodi can ( all night ) let me give you love like nobodi can ( all night ) let me give you love like nobodi can ( all night , alright ! ) everyth 's alright everyth 's alright oh",0.5516666666666666,happy
Ingrid Michaelson,The Way I Am,"if you were fall , then i would catch you you need a light , i 'd find a match 'caus i love the way you say good morn and you take me the way i am if you are chilli , here take my sweater your head is ach , i 'll make it better 'caus i love the way you call me babi and you take me the way i am i 'd buy you rogain if you start lose all your hair sew on patch to all you tear 'caus i love you more than i could ever promis and you take me the way i am you take me the way i am you take me the way i am",0.5142857142857143,happy
Kenny Rogers,Carol Of The Bells,"hark ! how the bell , sweet silver bell all seem to say , throw care away christma is here , bring good cheer to young and old , meek and the bold ding dongi dong , that is their song with joy ring , all carol one seem to hear , word of good cheer from everywher , fill the air oh , how they pound , rais their sound o'er here and there , tell their tail gaili they ri-e , while peopl si-e song of good chee-eer , christma is here merri , merri , merri , merri christma merri , merri , merri , merri christma come , on they send , on without end their joy tone , to everi home hark ! how the bell , sweet silver bell all seem to say , throw care away-ay-ay-ay-ay christma is here , bring good cheer to young and old , meek and the bold ding dongi dong , that is their song with joy ring , all carol one seem to hear , word of good cheer from everywher , fill the air o , how they pound , rais their sound o'er here and there , tell their tail gaili they ri-e , while peopl si-e song of good chee-eer , christma is here merri , merri , merri , merri christma merri , merri , merri , merri christma come , on they send , on without end their joy tone , to everi home hark ! how the bell , sweet silver bell all seem to say , throw care away-ay-ay-ay hallelujah hallelujah - christma is here-ere-er hallelujah - christma is here-ere-er hallelujah - christma is here-ere-er hallelujah - christma is here-ere-er hallelujah - christma is here-ere-er hallelujah - christma is here-ere-er hallelujah - christma is here-ere-er hallelujah - christma is here-ere-er [ fade ]",0.5103174603174602,happy
Vince Gill,I Will Always Love You,"if i should stay well , i would onli be in your way and so i 'll go , but yet i know that i 'll think of you each step of my way and i will alway love you i will alway love you bitter-sweet memori that 's all i have , and all i 'm take with me good-by , oh , pleas do n't cri caus we both know that i 'm not what you need i will alway love you i will alway love you and i hope life , will treat you kind and i hope that you have all that you ever dream of oh , i do wish you joy and i wish you happi but abov all thi i wish you love i love you , i will alway love i , i will alway , alway love you i will alway love you i will alway love you i will alway love you",0.5307692307692308,happy
Jennifer Lopez,Dear Ben,"you 're perfect oh perfect i just ca n't control myself i ca n't be with no one els it seem like i 'm addict to the way you like to touch me i do n't think they understand whi love at your command from the word you speak so deep our bodi read i have to have you [ choru ] i love you you 're perfect a manifest of my dream you made my bodi feel about a million differ thing i think god made you for me a mix of passion fidel babi you 're so complet i write thi song to let you know that you will alway be to me my lust , my love , my man , my child , my friend and my king [ choru ] there 's no way i 'd leav you it 's just not a realiti sometim i feel like i 'm livin ' in a fantasi",0.6428571428571429,happy
Pat Benatar,Little Paradise,"can you see the view ? can you feel the heat ? i 'm savin ' no time for you , no time for me you 're up on the news , i 'm wild in the street i 'm under the light , tonight i wo n't have to hide the need but you got love in it place in it own time and space you got love in it place in your littl paradis you got fashion secur in your own littl world diamond are forev for hollywood girl no need to cover , no reason to lie life without your maserati is ground for suicid but you got love in it place in it own time and space you got love in it place in your littl paradis littl paradis you got love in it place in it own time and space you got love in it place in your you got love in it place in it own time and space you got love in it place in your littl paradis littl paradis littl paradis littl paradis littl paradis littl paradis littl paradis littl paradis",0.5,happy
Creedence Clearwater Revival,Keep On Chooglin',"[ choru : ] keep on chooglin ' keep on chooglin ' keep on chooglin ' chooglin ' , chooglin ' . mayb you do n't understand it . but if you 're a natur man , you got to ball and have a good time and that 's what i call chooglin ' . here come mari lookin ' for harri , she gon na choogl tonight . here come louie , work in the sewer , he gon na choogl tonight . [ choru ] ( primal scream ) [ choru ] if you can choos it , who can refus it , y'all be chooglin ' tonight . go on , take your pick , right from the git go , you got ta choogl tonight . [ choru ] ( more scream ) oh , we 're creedenc ! clearwat ! reviv !",0.6155691964285714,happy
Dean Martin,I Still Get A Thrill,becaus i still get a thrill think of you and i still feel your lip kiss me too although our love affair wa n't to be i wonder if you care care about me i still rememb that night under the moon i recal that it all end too soon i ca n't believ you 're gone memori linger on 'caus i still get a thrill think of you i still rememb that night under the moon i recal that it all end too soon i ca n't believ you 're gone memori linger on 'caus i still get a thrill think of you,0.5,happy
Blur,Death Of A Party,"the death of the parti came as no surpris whi did we bother ? should have stay away anoth night and i thought `` well , well '' go to anoth parti and hang myself gentli on the shelf the death of the teenag stand on hi own whi did he bother ? should have slept alon anoth night and i thought `` well , well '' go to anoth parti and hang myself gentli on the shelf anoth night and i thought `` well , well '' go to anoth parti and hang myself gentli on the shelf",0.6,happy
Kinks,Louie Louie,"louie louie , oh babi , i got ta go . yi-yi-yi-yi-yi louie louie , oh babi , i got ta go . a fine girl , who wait for me . i catch a ship across the sea . i sail the ship all alon . i wonder when im gon na make it home . louie louie , oh babi , i got ta go . yi-yi-yi-yi-yi louie louie , oh babi , i got ta go . three night and day i sail the sea . i think of the girl constantli . on the ship , i dream she there . i smell the rose that 's in her hair . louie louie , oh babi , i got ta go . yi-yi-yi-yi-yi louie louie , oh babi , i got ta go . i see jamaican moon abov . see the girl i 'm think of . i take her in my arm and then say i 'll never leav again . louie louie , oh babi , i got ta go . yi-yi-yi-yi-yi louie louie , oh babi , i got ta go . oh , i got ta go now . uh-huh i got ta go .",0.5083333333333333,happy
Oasis,I Will Show You,there 's noth you can say i know exactli where i 'm go you said there wa no way that i could go with out you know there 's noth you can say i know exactli where i 'm go you said there wa no way that i could go with out you know that i could go with out you know that i could go with out you know just you wait and see i will get what i have come for so do n't tri tell me i could n't give just you wait and see i will get what i have come for so do n't tri to tell me 'caus i will show you all the way there 's noth you can say i know exactli where i 'm go you said there wa no way that i could go with out you know just you wait and see i will get what i have come for so do n't tri tell me i could n't given you a lot more just you wait and see i will get what i have come for so do n't tri to tell me 'caus i will show you all the way,0.5,happy
Neil Young,Farmer John,"farmer john , i 'm in love with your daughter yeah the one , with the champagn eye i love the way she walk , i love the way she talk i love the way she wiggl , she wiggl she walk farmer john , i 'm in love with your daughter yeah the one , with the champagn eye farmer john , i 'm in love with your daughter yeah the one , with the champagn eye i love the way she walk , i love the way she talk i love the way she move , she move , she move me farmer john , i 'm in love with your daughter yeah the one , with the champagn eye farmer john , i 'm in love with your daughter yeah the one , with the champagn eye",0.5,happy
Kiss,Danger,"in the night i will be waitin ' readi to go , soon as the daylight is fadin ' in the night my heart is beat out of control , ca n't stop the way that i 'm feel i want to know how far to go , takin ' my life in my hand out on my own , fight alon , call me the desper man danger , danger , give me danger , danger give me measur of pleasur and pain , boil the blood in my vein danger , danger , give me danger , danger give me noth to stand in my way , i 'll make the best of my day in the night , oh , i can feel it time slip away , if i ca n't pay i will steal it in the night i will be screamin ' hour by hour livin ' the life that i 'm dreamin ' under the gun , i 'll be the one , walk the edg of the knife take the best , leav the rest , i 'm gon na run for my life danger , danger , give me danger , danger give me measur of pleasur and pain , boil the blood in my vein danger , danger , give me danger , danger give me noth to stand in my way , i 'll make the best of my day i want to know how far to go , takin ' my life in my hand out on my own , fight alon , call me the desper man danger , danger , give me danger , danger give me fire that endlessli burn , i 've pass the point of return danger , danger , danger , danger , danger , danger",0.6285714285714287,happy
Doris Day,Toyland,"toyland , toy land li-ittl girl and boy land while you dwell within it you are ever happi there childhood 's joy land mi-ist merri toy land onc you pass it border you can ne'er return again when you 've grown up my dear and are as old as i you 'll laugh and ponder on the year that roll so swiftli by my dear that roll so swi-iftli by-whi childhood 's joy land mi-ist merri toy land onc you pass it border you can ne'er return again",0.5,happy
Richard Marx,So Into You,"when you walk into the room , there wa voodoo in the vibe . i wa captur by your style , but i could not catch your eye . now i stand here helplessli , hope you 'll get into me i am so into you i ca n't think of noth els i am so into you i ca n't think of noth els think how it 's go to be whenev you get into me it gon na be good , do n't you know from your head to your toe gon na love you all over over and over i am so into you me into you , you into me , me into you i am so into you i ca n't get to noth els i am so into you i ca n't get to noth els think how it 's go to be whenev you get into me cmon babi , drivin me crazi , im so into you love all the thing you do .",0.5666666666666667,happy
Bruce Springsteen,Hobo's Lullaby,"hey , go to sleep you weari hobo hey , let the town go drift by hey , ca n't you hear the steel rail hum ? well , that 's a hobo 's lullabi i know your cloth are torn and rag hey , and your hair is turn gray hey , lift your head and smile at troubl hey , you 'll find peac and rest some day now go to sleep you weari hobo hey , let the town drift slowli by hey , ca n't you hear the steel rail hum ? hey , that 's a hobo 's lullabi my , do n't you worri about tomorrow just let tomorrow come and go 'caus tonight you 're in a nice warm boxcar hey , safe from all that wind and snow now go to sleep you weari hobo hey , let the town drift slowli by hey , ca n't you hear the steel rail hum ? hey , that 's a hobo 's lullabi hey , i know polic they caus you troubl hey , they caus troubl everywher but when you die and go to heaven you 'll find no policemen there so go to sleep you weari hobo hey , let the town drift slowli by hey , ca n't you hear the steel rail hum ? hey , that 's a hobo 's lullabi hey , now go to sleep you weari hobo hey , let the town drift slowli by ca n't you hear the steel rail hum ? well , that 's a hobo 's lullabi",0.5,happy
Hillsong United,Everything That Has Breath,prais him in the sanctuari prais him in the mighti heaven prais him all the earth prais him prais him in hi awesom power prais hi great and holi name prais him the whole world prais him from the rise of the sun let hi prais be heard from the east to the west and the north to south let everyth that ha breath prais the lord forev let everyth in my soul prais the lord,0.5,happy
Christmas Songs,Petit Papa Noel,"c'est la bell nuit de noel la neig etend son manteau blanc et le yeux leve ver le ciel a genoux , le petit enfant avant de fermer le paupier font une dernier prier . [ refrain : ] petit papa noel quand tu descendra du ciel avec de jouet par millier n'oubli pa mon petit soulier . mai avant de partir il faudra bien te couvrir dehor tu va avoir si froid c'est un peu a caus de moi . il me tard que le jour se leve pour voir si tu m'a apport tou le beaux joujoux que je voi en reve et que je t'ai command . [ refrain : ] petit papa noel quand tu descendra du ciel avec de jouet par millier n'oubli pa mon petit soulier . mai avant de partir il faudra bien te couvrir dehor tu va avoir si froid c'est un peu a caus de moi . le marchand de sabl est pass le enfant vont fair dodo et tu va pouvoir commenc avec ta hott sur le do au son de cloch de eglis ta distribut de surpris . et quand tu sera sur ton beau nuag vien d'abord sur notr maison je n'ai pa ete tou le jour tre sage mai j'en demand pardon . [ refrain ] : petit papa noel quand tu descendra du ciel avec de jouet par millier n'oubli pa mon petit soulier . mai avant de partir il faudra bien te couvrir dehor tu va avoir si froid c'est un peu a caus de moi .",0.5666666666666667,happy
Glen Campbell,The Hand That Rocks The Cradle,"he got here and wrinkl scare and cryin ' the she took him up and held him to her breast and he sure wa glad to get what mama offer then he went to sleep and put hi fear to rest it did n't seem to matter what he need he could alway count on mama to suppli and regardless of the sleep she might be losin ' he alway found a twinkl in her eye there ought to be a hall of fame for mama creation 's most uniqu and preciou pearl and heaven help us alway to rememb that the hand that rock the cradl rule the world she taught him all the attribut of great that she knew he could n't learn away from home and by the time she wore the cover off her bibl her hair wa gray and her littl man wa gone there ought to be a hall of fame for mama creation 's most uniqu and preciou pearl and heaven help us alway to rememb that the hand that rock the cradl rule the world ye , the hand that rock the cradl rule the world",0.5599999999999999,happy
Phish,Sand,"if you can heal the symptom but not affect the caus it 's quit a bit like tri to heal the gunshot wound with gauz if you instead attempt to rest the pistol from the hand then i would not be abl to equat my life with sand flow through the hourglass push through the funnel turn onc more and race all your sibl for the tunnel slide and let the silicon embrac you as you fall then bounc around and let your brother crush you to the wall i would choos my own religion worship my own spirit but if he ever preach to me i would n't want to hear it i 'd drop him a forgotten god languish in shame and then if i hit stormi sea i 'd have myself to blame if you can heal the symptom , but not affect the caus you ca n't heal the symptom",0.5666666666666668,happy
Robbie Williams,Have You Met Miss Jones?,"`` have you met miss jone ? '' someon said as we shook hand she wa just miss jone to me and then i said `` miss jone , you 're a girl who understand , i 'm a man who must be free . '' and all at onc i lost my breath , and all at onc wa scare to death and all at onc , i own the earth and sky but now i 've met miss jone and we 'll keep on meet till we die miss jone and i and all at onc i lost my breath , and all at onc wa scare to death and all at onc i own the earth and sky and now i 've met miss jone and we 'll keep on meet till we die miss jone and i miss jone and i miss jone and i",0.5333333333333333,happy
Radiohead,Creep,"when you were here befor could n't look you in the eye you 're just like an angel your skin make me cri you float like a feather in a beauti world and i wish i wa special you 're so fuckin ' special but i 'm a creep , i 'm a weirdo . what the hell am i do here ? i do n't belong here . i do n't care if it hurt i want to have control i want a perfect bodi i want a perfect soul i want you to notic when i 'm not around you 're so fuckin ' special i wish i wa special but i 'm a creep , i 'm a weirdo . what the hell am i do here ? i do n't belong here . she 's run out again , she 's run out she 's run run run run whatev make you happi whatev you want you 're so fuckin ' special i wish i wa special but i 'm a creep , i 'm a weirdo , what the hell am i do here ? i do n't belong here . i do n't belong here .",0.5178571428571429,happy
Nina Simone,Consummation,"and now we are one let my soul rest in peac at last it is done my soul ha been releas for thousand of year my soul ha roam the earth in search for you so that someday i could give birth to know joy , joy , joy , joy joy and peac is mine peac divin and now we give thank give thank for each other at peac forev for it is done at peac forev for we are one",0.5535714285714286,happy
The Jam,Get Yourself Together,you say that you miss him i can tell by the way you kiss him get yourself togeth and you 'll be alright you say that you love him now he 's gone so pleas forget him get yourself togeth and you 'll be alright i 'm just like you so take my lead you see me as a friend but i 'm a friend in need get yourself togeth and you 'll be alright so if you feel that you need me i 'm here besid you ca n't you see me ? get yourself togeth and you 'll be al-right get yourself togeth you 're gon na be alright,0.5,happy
Electric Light Orchestra,All She Wanted,"she wa a good girl been true to herself never sway by the notion of somebodi els she 'd had it rough , mayb most of the time with onli one thing on her mind all she want wa a lovin ' man all she want wa a lovin ' man who wa tryin ' to do the best that he can all she want wa a lovin ' , lovin ' man there could be blue sky in her heart she wa waitin ' for the good time to start she never want diamond she never want gold she wa holdin ' out for someon to hold all she want wa a lovin ' man all she want wa a lovin ' man who wa tryin ' to do the best that he can all she want wa a lovin ' , lovin ' man a love man all she want wa a lovin ' man all she want wa a lovin ' man all she want wa a lovin ' man who wa tryin ' to do the best that he can all she want wa a lovin ' , lovin ' man love man all she want wa a lovin ' man all she want wa a lovin ' man all she want wa a lovin ' man all she want wa a lovin ' man",0.5590909090909091,happy
Leann Rimes,A Waste Is A Terrible Thing To Mind,"everi night i say my prayer like throw confetti in the air i do n't need perfect , but i 'll take fair i 've learn to drive while i cri figur out the answer 's alway whi i 've been brave and i 've been scare i 'm just a girl like you i 'm just a girl like you he may break my heart too but that 's a chanc i got ta take just like you did do what i can to surviv back and forth from a woman to a child i 'm come up for air we 're not all that far apart both fragil work of art see the color that we share but , i 'm just a girl like you i 'm just a girl like you he may break my heart too but that 's a chanc i got ta take just like you did oh i 've alway believ in him and me i get you , i wish that you 'd get me yeah well , i 'm just a girl like you i 'm just a girl like you he may break my heart too but that 's a chanc i got ta take just like you did oh , i 'm just a girl like you i 'm just a girl like you he may break my heart too but that 's a chanc i got ta take just like you",0.52,happy
Wet Wet Wet,Love Is All Around,"i feel it in my finger i feel it in my toe love is all around me and so the feel grow it 's written on the wind it 's everywher i go so if you realli love me come on and let it show you know i love you , i alway will my mind 's made up by the way that i feel there 's no begin , there 'll be no end 'caus on my love you can depend i see your face befor me as i lay on my bed i kinda get to think of all the thing you said you gave your promis to me and i gave mine to you i need someon besid me in everyth i do you know i love you , i alway will my mind 's made up by the way that i feel there 's no begin , there 'll be no end 'caus on my love you can depend i got to keep it move it 's written in the wind oh everywher i go so if you realli love me , love me come on and let it show come on and let it show come on and let it come on and let it , come on and let it show come on and let it , come on and let it , come on and let it show , come on and let it show , come on and let it show",0.5,happy
Michael W. Smith,Joy To The World,"joy to the world the lord ha come let earth receiv her king let everi heart prepar him room and heaven and natur sing and heaven and natur sing and heaven , and heaven and natur sing joy to the earth the savior reign let men their song employ while field and flood rock , hill , and plain repeat the sound joy repeat the sound joy repeat , repeat the sound joy he rule the world with truth and grace and make the nation prove the glori of hi righteous and wonder of hi love and wonder of hi love and wonder , wonder of hi love",0.5404761904761906,happy
Patti Smith,Mother Rose,mother rose everi littl morn ' to tend to me there she stood wait by the door selflessli took my hand took it with a smile tenderli mother rose everi littl morn ' to tend to me now 's the time to turn the view now that i have you and i 'll rise everi littl morn ' to tend to thee when you rise open up your eye you will see there i 'll be wait by the door come to me take my hand look into your heart there i 'll be now 's the time to turn the view now that i have you now 's the time to turn the view now that i have you rose grow by my door climb up the vine all the thorn and pain obscur rose shall divin where we feel no pain and the love insid where rose climb rose shall divin rose shall divin holi mother mother of gold mother with stori told and retold she felt our tear heard our sigh and turn to gold befor our eye she rose into the light she rose into the light she rose into the light,0.5,happy
Backstreet Boys,All I Have To Give,"i do n't know what he doe to make you cri , but i 'll be there to make you smile . i do n't have a fanci car , to get to you i 'd walk a thousand mile . i do n't care if he buy you nice thing doe hi gift come from the heart , i do n't know but if you were my girl i 'd make it so we 'd never be apart . but my love is all i have to give without you i do n't think i can live i wish i could give the world to you , but love is all i have to give when you talk-do it seem like he 's not even listen to a word you say ? that 's okay babe , just tell me your problem i 'll tri my best to kiss them all away doe he leav when you need him the most ? doe hi friend get all your time ? babi pleas , i 'm on my knee pray for the day that you 'll be mine ! ! to you , hey girl , i do n't want you to cri no more-insid all the money in the world could never add up to all the love i have insid , i love you and i will give it to you all i can give , all i can give everyth i have is for you but love is all i have to give",0.5288739669421487,happy
Hillsong United,Great In Power,"prais him you heaven and all that 's abov prais him you angel and heavenli host let the whole earth prais him prais him the sun moon and bright shine star prais him you heaven and water and sky let the whole earth prais him choru : great in power , great in glori great in merci , king of heaven great in battl , great in wonder great in zion , king over all the earth",0.6555555555555554,happy
Michael Bolton,Joy To The World,"joy to the world the lord ha come let earth receiv her king let everi heart prepar him room and heaven and natur sing and heaven and natur sing and heaven , and heaven and natur sing joy to the world the savior reign let men their song employ while field and flood rock , hill , and plain repeat the sound joy repeat the sound joy repeat , repeat the sound joy repeat , repeat the sound joy he rule the world with truth and grace and make the nation prove the glori of hi righteous and wonder of hi love and wonder of hi love and wonder and wonder of hi love",0.5489795918367347,happy
Maroon 5,Oliver,"and the mugger that day sever million lover of that dress that 's in the window display and everi day they 'd say oliv oliv oliv oliv do n't stay she wa quit a woman quit an understand woman she wa sure i realli love her but she act like a mother to me and she love me and i 'd scream nanci nanci nanci pleas take care of me oliv , oliv oliv , oliv oliv aaaaahhhhhhhhhhh i wa overblown by all the card shark and the mugger that day sever million lover of that dress that 's in the window display and everi day they 'd say oliv oliv oliv oliv do n't stay",0.5,happy
